index,geometry,center_x,center_y,center,poly_area_km
72,"POLYGON ((-123.153825 37.81031429999997, -123.143825 37.81031429999997, -123.143825 37.80031429999997, -123.153825 37.80031429999997, -123.153825 37.81031429999997))",-123.14882499999999,37.80531429999997,POINT (-123.148825 37.80531429999997),1.5684163921668361
73,"POLYGON ((-123.153825 37.80031429999997, -123.143825 37.80031429999997, -123.143825 37.79031429999997, -123.153825 37.79031429999997, -123.153825 37.80031429999997))",-123.14882499999999,37.79531429999998,POINT (-123.148825 37.79531429999998),1.5682040693929475
74,"POLYGON ((-123.153825 37.79031429999997, -123.143825 37.79031429999997, -123.143825 37.78031429999997, -123.153825 37.78031429999997, -123.153825 37.79031429999997))",-123.14882499999999,37.78531429999997,POINT (-123.148825 37.78531429999997),1.567991851851639
75,"POLYGON ((-123.153825 37.78031429999997, -123.143825 37.78031429999997, -123.143825 37.77031429999997, -123.153825 37.77031429999997, -123.153825 37.78031429999997))",-123.14882499999999,37.77531429999998,POINT (-123.148825 37.77531429999998),1.567779739489
76,"POLYGON ((-123.153825 37.77031429999997, -123.143825 37.77031429999997, -123.143825 37.76031429999998, -123.153825 37.76031429999998, -123.153825 37.77031429999997))",-123.14882499999999,37.76531429999997,POINT (-123.148825 37.76531429999997),1.5675677322511203
77,"POLYGON ((-123.153825 37.76031429999998, -123.143825 37.76031429999998, -123.143825 37.75031429999998, -123.153825 37.75031429999998, -123.153825 37.76031429999998))",-123.14882499999999,37.75531429999999,POINT (-123.148825 37.75531429999999),1.5673558300809787
78,"POLYGON ((-123.153825 37.75031429999998, -123.143825 37.75031429999998, -123.143825 37.74031429999998, -123.153825 37.74031429999998, -123.153825 37.75031429999998))",-123.14882499999999,37.745314299999976,POINT (-123.148825 37.74531429999998),1.5671440329246642
79,"POLYGON ((-123.153825 37.74031429999998, -123.143825 37.74031429999998, -123.143825 37.73031429999998, -123.153825 37.73031429999998, -123.153825 37.74031429999998))",-123.14882499999999,37.735314299999985,POINT (-123.148825 37.73531429999998),1.5669323407251565
101,"POLYGON ((-123.143825 37.82031429999996, -123.133825 37.82031429999996, -123.133825 37.81031429999997, -123.143825 37.81031429999997, -123.143825 37.82031429999996))",-123.13882499999997,37.81531429999997,POINT (-123.138825 37.81531429999997),1.5686288202422816
102,"POLYGON ((-123.143825 37.81031429999997, -123.133825 37.81031429999997, -123.133825 37.80031429999997, -123.143825 37.80031429999997, -123.143825 37.81031429999997))",-123.13882499999997,37.80531429999997,POINT (-123.138825 37.80531429999997),1.5684163921694607
103,"POLYGON ((-123.143825 37.80031429999997, -123.133825 37.80031429999997, -123.133825 37.79031429999997, -123.143825 37.79031429999997, -123.143825 37.80031429999997))",-123.13882499999997,37.79531429999998,POINT (-123.138825 37.79531429999998),1.5682040693955714
104,"POLYGON ((-123.143825 37.79031429999997, -123.133825 37.79031429999997, -123.133825 37.78031429999997, -123.143825 37.78031429999997, -123.143825 37.79031429999997))",-123.13882499999997,37.78531429999997,POINT (-123.138825 37.78531429999997),1.5679918518542626
105,"POLYGON ((-123.143825 37.78031429999997, -123.133825 37.78031429999997, -123.133825 37.77031429999997, -123.143825 37.77031429999997, -123.143825 37.78031429999997))",-123.13882499999997,37.77531429999998,POINT (-123.138825 37.77531429999998),1.5677797394916233
106,"POLYGON ((-123.143825 37.77031429999997, -123.133825 37.77031429999997, -123.133825 37.76031429999998, -123.143825 37.76031429999998, -123.143825 37.77031429999997))",-123.13882499999997,37.76531429999997,POINT (-123.138825 37.76531429999997),1.5675677322537431
107,"POLYGON ((-123.143825 37.76031429999998, -123.133825 37.76031429999998, -123.133825 37.75031429999998, -123.143825 37.75031429999998, -123.143825 37.76031429999998))",-123.13882499999997,37.75531429999999,POINT (-123.138825 37.75531429999999),1.5673558300836012
108,"POLYGON ((-123.143825 37.75031429999998, -123.133825 37.75031429999998, -123.133825 37.74031429999998, -123.143825 37.74031429999998, -123.143825 37.75031429999998))",-123.13882499999997,37.745314299999976,POINT (-123.138825 37.74531429999998),1.5671440329272863
109,"POLYGON ((-123.143825 37.74031429999998, -123.133825 37.74031429999998, -123.133825 37.73031429999998, -123.143825 37.73031429999998, -123.143825 37.74031429999998))",-123.13882499999997,37.735314299999985,POINT (-123.138825 37.73531429999998),1.5669323407277784
110,"POLYGON ((-123.143825 37.73031429999998, -123.133825 37.73031429999998, -123.133825 37.72031429999998, -123.143825 37.72031429999998, -123.143825 37.73031429999998))",-123.13882499999997,37.72531429999998,POINT (-123.138825 37.72531429999998),1.5667207534332397
131,"POLYGON ((-123.133825 37.82031429999996, -123.123825 37.82031429999996, -123.123825 37.81031429999997, -123.133825 37.81031429999997, -123.133825 37.82031429999996))",-123.12882499999996,37.81531429999997,POINT (-123.128825 37.81531429999997),1.5686288202449061
132,"POLYGON ((-123.133825 37.81031429999997, -123.123825 37.81031429999997, -123.123825 37.80031429999997, -123.133825 37.80031429999997, -123.133825 37.81031429999997))",-123.12882499999996,37.80531429999997,POINT (-123.128825 37.80531429999997),1.5684163921720848
133,"POLYGON ((-123.133825 37.80031429999997, -123.123825 37.80031429999997, -123.123825 37.79031429999997, -123.133825 37.79031429999997, -123.133825 37.80031429999997))",-123.12882499999996,37.79531429999998,POINT (-123.128825 37.79531429999998),1.5682040693981956
134,"POLYGON ((-123.133825 37.79031429999997, -123.123825 37.79031429999997, -123.123825 37.78031429999997, -123.133825 37.78031429999997, -123.133825 37.79031429999997))",-123.12882499999996,37.78531429999997,POINT (-123.128825 37.78531429999997),1.5679918518568863
135,"POLYGON ((-123.133825 37.78031429999997, -123.123825 37.78031429999997, -123.123825 37.77031429999997, -123.133825 37.77031429999997, -123.133825 37.78031429999997))",-123.12882499999996,37.77531429999998,POINT (-123.128825 37.77531429999998),1.5677797394942468
136,"POLYGON ((-123.133825 37.77031429999997, -123.123825 37.77031429999997, -123.123825 37.76031429999998, -123.133825 37.76031429999998, -123.133825 37.77031429999997))",-123.12882499999996,37.76531429999997,POINT (-123.128825 37.76531429999997),1.5675677322563661
137,"POLYGON ((-123.133825 37.76031429999998, -123.123825 37.76031429999998, -123.123825 37.75031429999998, -123.133825 37.75031429999998, -123.133825 37.76031429999998))",-123.12882499999996,37.75531429999999,POINT (-123.128825 37.75531429999999),1.5673558300862236
138,"POLYGON ((-123.133825 37.75031429999998, -123.123825 37.75031429999998, -123.123825 37.74031429999998, -123.133825 37.74031429999998, -123.133825 37.75031429999998))",-123.12882499999996,37.745314299999976,POINT (-123.128825 37.74531429999998),1.5671440329299087
139,"POLYGON ((-123.133825 37.74031429999998, -123.123825 37.74031429999998, -123.123825 37.73031429999998, -123.133825 37.73031429999998, -123.133825 37.74031429999998))",-123.12882499999996,37.735314299999985,POINT (-123.128825 37.73531429999998),1.5669323407304
140,"POLYGON ((-123.133825 37.73031429999998, -123.123825 37.73031429999998, -123.123825 37.72031429999998, -123.133825 37.72031429999998, -123.133825 37.73031429999998))",-123.12882499999996,37.72531429999998,POINT (-123.128825 37.72531429999998),1.5667207534358611
161,"POLYGON ((-123.123825 37.82031429999996, -123.113825 37.82031429999996, -123.113825 37.81031429999997, -123.123825 37.81031429999997, -123.123825 37.82031429999996))",-123.11882499999996,37.81531429999997,POINT (-123.118825 37.81531429999997),1.5686288202422816
162,"POLYGON ((-123.123825 37.81031429999997, -123.113825 37.81031429999997, -123.113825 37.80031429999997, -123.123825 37.80031429999997, -123.123825 37.81031429999997))",-123.11882499999996,37.80531429999997,POINT (-123.118825 37.80531429999997),1.5684163921694607
163,"POLYGON ((-123.123825 37.80031429999997, -123.113825 37.80031429999997, -123.113825 37.79031429999997, -123.123825 37.79031429999997, -123.123825 37.80031429999997))",-123.11882499999996,37.79531429999998,POINT (-123.118825 37.79531429999998),1.5682040693955714
164,"POLYGON ((-123.123825 37.79031429999997, -123.113825 37.79031429999997, -123.113825 37.78031429999997, -123.123825 37.78031429999997, -123.123825 37.79031429999997))",-123.11882499999996,37.78531429999997,POINT (-123.118825 37.78531429999997),1.5679918518542626
165,"POLYGON ((-123.123825 37.78031429999997, -123.113825 37.78031429999997, -123.113825 37.77031429999997, -123.123825 37.77031429999997, -123.123825 37.78031429999997))",-123.11882499999996,37.77531429999998,POINT (-123.118825 37.77531429999998),1.5677797394916233
166,"POLYGON ((-123.123825 37.77031429999997, -123.113825 37.77031429999997, -123.113825 37.76031429999998, -123.123825 37.76031429999998, -123.123825 37.77031429999997))",-123.11882499999996,37.76531429999997,POINT (-123.118825 37.76531429999997),1.5675677322537431
167,"POLYGON ((-123.123825 37.76031429999998, -123.113825 37.76031429999998, -123.113825 37.75031429999998, -123.123825 37.75031429999998, -123.123825 37.76031429999998))",-123.11882499999996,37.75531429999999,POINT (-123.118825 37.75531429999999),1.5673558300836012
168,"POLYGON ((-123.123825 37.75031429999998, -123.113825 37.75031429999998, -123.113825 37.74031429999998, -123.123825 37.74031429999998, -123.123825 37.75031429999998))",-123.11882499999996,37.745314299999976,POINT (-123.118825 37.74531429999998),1.5671440329272863
169,"POLYGON ((-123.123825 37.74031429999998, -123.113825 37.74031429999998, -123.113825 37.73031429999998, -123.123825 37.73031429999998, -123.123825 37.74031429999998))",-123.11882499999996,37.735314299999985,POINT (-123.118825 37.73531429999998),1.5669323407277784
170,"POLYGON ((-123.123825 37.73031429999998, -123.113825 37.73031429999998, -123.113825 37.72031429999998, -123.123825 37.72031429999998, -123.123825 37.73031429999998))",-123.11882499999996,37.72531429999998,POINT (-123.118825 37.72531429999998),1.5667207534332397
171,"POLYGON ((-123.123825 37.72031429999998, -123.113825 37.72031429999998, -123.113825 37.71031429999999, -123.123825 37.71031429999999, -123.123825 37.72031429999998))",-123.11882499999996,37.715314299999996,POINT (-123.118825 37.7153143),1.5665092709845758
191,"POLYGON ((-123.113825 37.82031429999996, -123.103825 37.82031429999996, -123.103825 37.81031429999997, -123.113825 37.81031429999997, -123.113825 37.82031429999996))",-123.10882499999997,37.81531429999997,POINT (-123.108825 37.81531429999997),1.568628820239657
192,"POLYGON ((-123.113825 37.81031429999997, -123.103825 37.81031429999997, -123.103825 37.80031429999997, -123.113825 37.80031429999997, -123.113825 37.81031429999997))",-123.10882499999997,37.80531429999997,POINT (-123.108825 37.80531429999997),1.5684163921668361
193,"POLYGON ((-123.113825 37.80031429999997, -123.103825 37.80031429999997, -123.103825 37.79031429999997, -123.113825 37.79031429999997, -123.113825 37.80031429999997))",-123.10882499999997,37.79531429999998,POINT (-123.108825 37.79531429999998),1.5682040693929475
194,"POLYGON ((-123.113825 37.79031429999997, -123.103825 37.79031429999997, -123.103825 37.78031429999997, -123.113825 37.78031429999997, -123.113825 37.79031429999997))",-123.10882499999997,37.78531429999997,POINT (-123.108825 37.78531429999997),1.567991851851639
195,"POLYGON ((-123.113825 37.78031429999997, -123.103825 37.78031429999997, -123.103825 37.77031429999997, -123.113825 37.77031429999997, -123.113825 37.78031429999997))",-123.10882499999997,37.77531429999998,POINT (-123.108825 37.77531429999998),1.567779739489
196,"POLYGON ((-123.113825 37.77031429999997, -123.103825 37.77031429999997, -123.103825 37.76031429999998, -123.113825 37.76031429999998, -123.113825 37.77031429999997))",-123.10882499999997,37.76531429999997,POINT (-123.108825 37.76531429999997),1.5675677322511203
197,"POLYGON ((-123.113825 37.76031429999998, -123.103825 37.76031429999998, -123.103825 37.75031429999998, -123.113825 37.75031429999998, -123.113825 37.76031429999998))",-123.10882499999997,37.75531429999999,POINT (-123.108825 37.75531429999999),1.5673558300809787
198,"POLYGON ((-123.113825 37.75031429999998, -123.103825 37.75031429999998, -123.103825 37.74031429999998, -123.113825 37.74031429999998, -123.113825 37.75031429999998))",-123.10882499999997,37.745314299999976,POINT (-123.108825 37.74531429999998),1.5671440329246642
199,"POLYGON ((-123.113825 37.74031429999998, -123.103825 37.74031429999998, -123.103825 37.73031429999998, -123.113825 37.73031429999998, -123.113825 37.74031429999998))",-123.10882499999997,37.735314299999985,POINT (-123.108825 37.73531429999998),1.5669323407251565
200,"POLYGON ((-123.113825 37.73031429999998, -123.103825 37.73031429999998, -123.103825 37.72031429999998, -123.113825 37.72031429999998, -123.113825 37.73031429999998))",-123.10882499999997,37.72531429999998,POINT (-123.108825 37.72531429999998),1.566720753430618
201,"POLYGON ((-123.113825 37.72031429999998, -123.103825 37.72031429999998, -123.103825 37.71031429999999, -123.113825 37.71031429999999, -123.113825 37.72031429999998))",-123.10882499999997,37.715314299999996,POINT (-123.108825 37.7153143),1.5665092709819546
221,"POLYGON ((-123.103825 37.82031429999996, -123.093825 37.82031429999996, -123.093825 37.81031429999997, -123.103825 37.81031429999997, -123.103825 37.82031429999996))",-123.09882499999996,37.81531429999997,POINT (-123.098825 37.81531429999997),1.5686288202422816
222,"POLYGON ((-123.103825 37.81031429999997, -123.093825 37.81031429999997, -123.093825 37.80031429999997, -123.103825 37.80031429999997, -123.103825 37.81031429999997))",-123.09882499999996,37.80531429999997,POINT (-123.098825 37.80531429999997),1.5684163921694607
223,"POLYGON ((-123.103825 37.80031429999997, -123.093825 37.80031429999997, -123.093825 37.79031429999997, -123.103825 37.79031429999997, -123.103825 37.80031429999997))",-123.09882499999996,37.79531429999998,POINT (-123.098825 37.79531429999998),1.5682040693955714
224,"POLYGON ((-123.103825 37.79031429999997, -123.093825 37.79031429999997, -123.093825 37.78031429999997, -123.103825 37.78031429999997, -123.103825 37.79031429999997))",-123.09882499999996,37.78531429999997,POINT (-123.098825 37.78531429999997),1.5679918518542626
225,"POLYGON ((-123.103825 37.78031429999997, -123.093825 37.78031429999997, -123.093825 37.77031429999997, -123.103825 37.77031429999997, -123.103825 37.78031429999997))",-123.09882499999996,37.77531429999998,POINT (-123.098825 37.77531429999998),1.5677797394916233
226,"POLYGON ((-123.103825 37.77031429999997, -123.093825 37.77031429999997, -123.093825 37.76031429999998, -123.103825 37.76031429999998, -123.103825 37.77031429999997))",-123.09882499999996,37.76531429999997,POINT (-123.098825 37.76531429999997),1.5675677322537431
227,"POLYGON ((-123.103825 37.76031429999998, -123.093825 37.76031429999998, -123.093825 37.75031429999998, -123.103825 37.75031429999998, -123.103825 37.76031429999998))",-123.09882499999996,37.75531429999999,POINT (-123.098825 37.75531429999999),1.5673558300836012
228,"POLYGON ((-123.103825 37.75031429999998, -123.093825 37.75031429999998, -123.093825 37.74031429999998, -123.103825 37.74031429999998, -123.103825 37.75031429999998))",-123.09882499999996,37.745314299999976,POINT (-123.098825 37.74531429999998),1.5671440329272863
229,"POLYGON ((-123.103825 37.74031429999998, -123.093825 37.74031429999998, -123.093825 37.73031429999998, -123.103825 37.73031429999998, -123.103825 37.74031429999998))",-123.09882499999996,37.735314299999985,POINT (-123.098825 37.73531429999998),1.5669323407277784
230,"POLYGON ((-123.103825 37.73031429999998, -123.093825 37.73031429999998, -123.093825 37.72031429999998, -123.103825 37.72031429999998, -123.103825 37.73031429999998))",-123.09882499999996,37.72531429999998,POINT (-123.098825 37.72531429999998),1.5667207534332397
231,"POLYGON ((-123.103825 37.72031429999998, -123.093825 37.72031429999998, -123.093825 37.71031429999999, -123.103825 37.71031429999999, -123.103825 37.72031429999998))",-123.09882499999996,37.715314299999996,POINT (-123.098825 37.7153143),1.5665092709845758
251,"POLYGON ((-123.093825 37.82031429999996, -123.0838249999999 37.82031429999996, -123.0838249999999 37.81031429999997, -123.093825 37.81031429999997, -123.093825 37.82031429999996))",-123.08882499999997,37.81531429999997,POINT (-123.088825 37.81531429999997),1.568628820239657
252,"POLYGON ((-123.093825 37.81031429999997, -123.0838249999999 37.81031429999997, -123.0838249999999 37.80031429999997, -123.093825 37.80031429999997, -123.093825 37.81031429999997))",-123.08882499999997,37.80531429999997,POINT (-123.088825 37.80531429999997),1.5684163921668361
253,"POLYGON ((-123.093825 37.80031429999997, -123.0838249999999 37.80031429999997, -123.0838249999999 37.79031429999997, -123.093825 37.79031429999997, -123.093825 37.80031429999997))",-123.08882499999997,37.79531429999998,POINT (-123.088825 37.79531429999998),1.5682040693929475
254,"POLYGON ((-123.093825 37.79031429999997, -123.0838249999999 37.79031429999997, -123.0838249999999 37.78031429999997, -123.093825 37.78031429999997, -123.093825 37.79031429999997))",-123.08882499999997,37.78531429999997,POINT (-123.088825 37.78531429999997),1.567991851851639
255,"POLYGON ((-123.093825 37.78031429999997, -123.0838249999999 37.78031429999997, -123.0838249999999 37.77031429999997, -123.093825 37.77031429999997, -123.093825 37.78031429999997))",-123.08882499999997,37.77531429999998,POINT (-123.088825 37.77531429999998),1.567779739489
256,"POLYGON ((-123.093825 37.77031429999997, -123.0838249999999 37.77031429999997, -123.0838249999999 37.76031429999998, -123.093825 37.76031429999998, -123.093825 37.77031429999997))",-123.08882499999997,37.76531429999997,POINT (-123.088825 37.76531429999997),1.5675677322511203
257,"POLYGON ((-123.093825 37.76031429999998, -123.0838249999999 37.76031429999998, -123.0838249999999 37.75031429999998, -123.093825 37.75031429999998, -123.093825 37.76031429999998))",-123.08882499999997,37.75531429999999,POINT (-123.088825 37.75531429999999),1.5673558300809787
258,"POLYGON ((-123.093825 37.75031429999998, -123.0838249999999 37.75031429999998, -123.0838249999999 37.74031429999998, -123.093825 37.74031429999998, -123.093825 37.75031429999998))",-123.08882499999997,37.745314299999976,POINT (-123.088825 37.74531429999998),1.5671440329246642
259,"POLYGON ((-123.093825 37.74031429999998, -123.0838249999999 37.74031429999998, -123.0838249999999 37.73031429999998, -123.093825 37.73031429999998, -123.093825 37.74031429999998))",-123.08882499999997,37.735314299999985,POINT (-123.088825 37.73531429999998),1.5669323407251565
260,"POLYGON ((-123.093825 37.73031429999998, -123.0838249999999 37.73031429999998, -123.0838249999999 37.72031429999998, -123.093825 37.72031429999998, -123.093825 37.73031429999998))",-123.08882499999997,37.72531429999998,POINT (-123.088825 37.72531429999998),1.566720753430618
261,"POLYGON ((-123.093825 37.72031429999998, -123.0838249999999 37.72031429999998, -123.0838249999999 37.71031429999999, -123.093825 37.71031429999999, -123.093825 37.72031429999998))",-123.08882499999997,37.715314299999996,POINT (-123.088825 37.7153143),1.5665092709819546
281,"POLYGON ((-123.0838249999999 37.82031429999996, -123.0738249999999 37.82031429999996, -123.0738249999999 37.81031429999997, -123.0838249999999 37.81031429999997, -123.0838249999999 37.82031429999996))",-123.07882499999994,37.81531429999997,POINT (-123.0788249999999 37.81531429999997),1.5686288202449061
282,"POLYGON ((-123.0838249999999 37.81031429999997, -123.0738249999999 37.81031429999997, -123.0738249999999 37.80031429999997, -123.0838249999999 37.80031429999997, -123.0838249999999 37.81031429999997))",-123.07882499999994,37.80531429999997,POINT (-123.0788249999999 37.80531429999997),1.5684163921720848
283,"POLYGON ((-123.0838249999999 37.80031429999997, -123.0738249999999 37.80031429999997, -123.0738249999999 37.79031429999997, -123.0838249999999 37.79031429999997, -123.0838249999999 37.80031429999997))",-123.07882499999994,37.79531429999998,POINT (-123.0788249999999 37.79531429999998),1.5682040693981956
284,"POLYGON ((-123.0838249999999 37.79031429999997, -123.0738249999999 37.79031429999997, -123.0738249999999 37.78031429999997, -123.0838249999999 37.78031429999997, -123.0838249999999 37.79031429999997))",-123.07882499999994,37.78531429999997,POINT (-123.0788249999999 37.78531429999997),1.5679918518568863
285,"POLYGON ((-123.0838249999999 37.78031429999997, -123.0738249999999 37.78031429999997, -123.0738249999999 37.77031429999997, -123.0838249999999 37.77031429999997, -123.0838249999999 37.78031429999997))",-123.07882499999994,37.77531429999998,POINT (-123.0788249999999 37.77531429999998),1.5677797394942468
286,"POLYGON ((-123.0838249999999 37.77031429999997, -123.0738249999999 37.77031429999997, -123.0738249999999 37.76031429999998, -123.0838249999999 37.76031429999998, -123.0838249999999 37.77031429999997))",-123.07882499999994,37.76531429999997,POINT (-123.0788249999999 37.76531429999997),1.5675677322563661
287,"POLYGON ((-123.0838249999999 37.76031429999998, -123.0738249999999 37.76031429999998, -123.0738249999999 37.75031429999998, -123.0838249999999 37.75031429999998, -123.0838249999999 37.76031429999998))",-123.07882499999994,37.75531429999999,POINT (-123.0788249999999 37.75531429999999),1.5673558300862236
288,"POLYGON ((-123.0838249999999 37.75031429999998, -123.0738249999999 37.75031429999998, -123.0738249999999 37.74031429999998, -123.0838249999999 37.74031429999998, -123.0838249999999 37.75031429999998))",-123.07882499999994,37.745314299999976,POINT (-123.0788249999999 37.74531429999998),1.5671440329299087
289,"POLYGON ((-123.0838249999999 37.74031429999998, -123.0738249999999 37.74031429999998, -123.0738249999999 37.73031429999998, -123.0838249999999 37.73031429999998, -123.0838249999999 37.74031429999998))",-123.07882499999994,37.735314299999985,POINT (-123.0788249999999 37.73531429999998),1.5669323407304
290,"POLYGON ((-123.0838249999999 37.73031429999998, -123.0738249999999 37.73031429999998, -123.0738249999999 37.72031429999998, -123.0838249999999 37.72031429999998, -123.0838249999999 37.73031429999998))",-123.07882499999994,37.72531429999998,POINT (-123.0788249999999 37.72531429999998),1.5667207534358611
291,"POLYGON ((-123.0838249999999 37.72031429999998, -123.0738249999999 37.72031429999998, -123.0738249999999 37.71031429999999, -123.0838249999999 37.71031429999999, -123.0838249999999 37.72031429999998))",-123.07882499999994,37.715314299999996,POINT (-123.0788249999999 37.7153143),1.5665092709871968
292,"POLYGON ((-123.0838249999999 37.71031429999999, -123.0738249999999 37.71031429999999, -123.0738249999999 37.70031429999999, -123.0838249999999 37.70031429999999, -123.0838249999999 37.71031429999999))",-123.07882499999994,37.70531429999998,POINT (-123.0788249999999 37.70531429999998),1.5662978933273868
293,"POLYGON ((-123.0838249999999 37.70031429999999, -123.0738249999999 37.70031429999999, -123.0738249999999 37.69031429999999, -123.0838249999999 37.69031429999999, -123.0838249999999 37.70031429999999))",-123.07882499999994,37.69531429999999,POINT (-123.0788249999999 37.69531429999999),1.566086620407704
312,"POLYGON ((-123.0738249999999 37.81031429999997, -123.0638249999999 37.81031429999997, -123.0638249999999 37.80031429999997, -123.0738249999999 37.80031429999997, -123.0738249999999 37.81031429999997))",-123.06882499999995,37.80531429999997,POINT (-123.0688249999999 37.80531429999997),1.5684163921694607
313,"POLYGON ((-123.0738249999999 37.80031429999997, -123.0638249999999 37.80031429999997, -123.0638249999999 37.79031429999997, -123.0738249999999 37.79031429999997, -123.0738249999999 37.80031429999997))",-123.06882499999995,37.79531429999998,POINT (-123.0688249999999 37.79531429999998),1.5682040693955714
314,"POLYGON ((-123.0738249999999 37.79031429999997, -123.0638249999999 37.79031429999997, -123.0638249999999 37.78031429999997, -123.0738249999999 37.78031429999997, -123.0738249999999 37.79031429999997))",-123.06882499999995,37.78531429999997,POINT (-123.0688249999999 37.78531429999997),1.5679918518542626
315,"POLYGON ((-123.0738249999999 37.78031429999997, -123.0638249999999 37.78031429999997, -123.0638249999999 37.77031429999997, -123.0738249999999 37.77031429999997, -123.0738249999999 37.78031429999997))",-123.06882499999995,37.77531429999998,POINT (-123.0688249999999 37.77531429999998),1.5677797394916233
316,"POLYGON ((-123.0738249999999 37.77031429999997, -123.0638249999999 37.77031429999997, -123.0638249999999 37.76031429999998, -123.0738249999999 37.76031429999998, -123.0738249999999 37.77031429999997))",-123.06882499999995,37.76531429999997,POINT (-123.0688249999999 37.76531429999997),1.5675677322537431
317,"POLYGON ((-123.0738249999999 37.76031429999998, -123.0638249999999 37.76031429999998, -123.0638249999999 37.75031429999998, -123.0738249999999 37.75031429999998, -123.0738249999999 37.76031429999998))",-123.06882499999995,37.75531429999999,POINT (-123.0688249999999 37.75531429999999),1.5673558300836012
318,"POLYGON ((-123.0738249999999 37.75031429999998, -123.0638249999999 37.75031429999998, -123.0638249999999 37.74031429999998, -123.0738249999999 37.74031429999998, -123.0738249999999 37.75031429999998))",-123.06882499999995,37.745314299999976,POINT (-123.0688249999999 37.74531429999998),1.5671440329272863
319,"POLYGON ((-123.0738249999999 37.74031429999998, -123.0638249999999 37.74031429999998, -123.0638249999999 37.73031429999998, -123.0738249999999 37.73031429999998, -123.0738249999999 37.74031429999998))",-123.06882499999995,37.735314299999985,POINT (-123.0688249999999 37.73531429999998),1.5669323407277784
320,"POLYGON ((-123.0738249999999 37.73031429999998, -123.0638249999999 37.73031429999998, -123.0638249999999 37.72031429999998, -123.0738249999999 37.72031429999998, -123.0738249999999 37.73031429999998))",-123.06882499999995,37.72531429999998,POINT (-123.0688249999999 37.72531429999998),1.5667207534332397
321,"POLYGON ((-123.0738249999999 37.72031429999998, -123.0638249999999 37.72031429999998, -123.0638249999999 37.71031429999999, -123.0738249999999 37.71031429999999, -123.0738249999999 37.72031429999998))",-123.06882499999995,37.715314299999996,POINT (-123.0688249999999 37.7153143),1.5665092709845758
322,"POLYGON ((-123.0738249999999 37.71031429999999, -123.0638249999999 37.71031429999999, -123.0638249999999 37.70031429999999, -123.0738249999999 37.70031429999999, -123.0738249999999 37.71031429999999))",-123.06882499999995,37.70531429999998,POINT (-123.0688249999999 37.70531429999998),1.566297893324766
323,"POLYGON ((-123.0738249999999 37.70031429999999, -123.0638249999999 37.70031429999999, -123.0638249999999 37.69031429999999, -123.0738249999999 37.69031429999999, -123.0738249999999 37.70031429999999))",-123.06882499999995,37.69531429999999,POINT (-123.0688249999999 37.69531429999999),1.5660866204050836
